,t,hexbug,x,y
96,19,1,396.013067056587,506.37495901844346
97,19,2,436.7760003136871,533.955679599254
98,19,3,666.5448803056954,541.111195525693
99,19,4,633.6364668948593,299.0441633790281
100,20,0,377.5504096680844,401.1139536656413
101,20,1,396.5132202587865,503.6241164063457
102,20,2,434.7753875048886,532.7052965937551
103,20,3,664.544267496897,538.3603529135952
104,20,4,625.6340156596657,295.7931675647307
105,21,0,378.8966903863882,403.1333747430969
106,21,1,398.2637564664852,501.8735801986471
107,21,2,433.2749278982899,531.2048369871563
108,21,3,662.2935780869988,536.109663503697
109,21,4,623.6334028508674,294.79286116033154
110,22,0,379.2332605659641,406.1625063592802
111,22,1,397.263450062086,499.8729673898487
112,22,2,436.5259237125872,531.2048369871563
113,22,3,659.542735474901,534.3591272959984
114,22,4,619.8822538343704,291.2917887449343
115,23,0,376.87726930893257,411.2110590529192
116,23,1,392.26191804009,500.8732737942479
117,23,2,438.7766131224854,533.7056029981543
118,23,3,655.5415098573042,531.8583612850003
119,23,4,617.881641025572,291.0417121438345
120,24,0,378.56012020681226,415.58647138740633
121,24,1,385.2597732092957,509.1258016305413
122,24,2,444.0282217455812,538.2069818179507
123,24,3,644.2880628078133,527.8571356674036
124,24,4,610.8794961947776,286.54033332403816
125,25,0,379.2332605659641,418.95217318316566
126,25,1,380.2582411872996,511.6265676415393
127,25,2,449.5299069697768,540.7077478289486
128,25,3,646.5387522177114,527.3569824652039
129,25,4,608.8788833859792,283.28933750974073
130,26,0,383.2721027208753,422.317874978925
131,26,1,378.7577815807008,515.1276400569365
132,26,2,452.7809027840742,542.7083606377471
133,26,3,646.7888288188112,523.8559100498068
134,26,4,605.6278875716819,283.0392609086409
135,27,0,384.2818132596031,428.0395680317159
136,27,1,374.50647936200426,515.8778698602358
137,27,2,455.7818219972718,545.9593564520444
138,27,3,647.0389054199111,520.3548376344096
139,27,4,605.1277343694821,283.0392609086409
140,28,0,386.3012343370587,431.0686996478993
141,28,1,374.00632615980464,516.3780230624354
142,28,2,456.782128401671,545.4592032498448
143,28,3,646.2886756166116,516.8537652190124
144,28,4,601.626661954085,278.03772888664497
145,29,0,386.3012343370587,434.4344014436586
146,29,1,377.7574751763016,518.128559270134
147,29,2,457.0322050027708,545.4592032498448
148,29,3,644.538139408913,517.1038418201122
149,29,4,601.3765853529852,275.53696287564696
150,30,0,382.59896236172347,434.7709716232345
151,30,1,382.5089305971978,524.380474297629
152,30,2,454.5314389917728,549.7105054685414
153,30,3,639.536607386917,517.353918421212
154,30,4,598.6257427408874,270.7855074547508
155,31,0,378.56012020681226,436.11725234153823
156,31,1,386.5101562147946,530.3823127240242
157,31,2,452.03067298077474,553.961807687238
158,31,3,637.2859179770189,517.8540716234116
159,31,4,597.3753597353884,267.7845882415532
160,32,0,380.9161114638438,437.1269628802661
161,32,1,387.01030941699423,531.1325425273236
162,32,2,453.7812091884734,556.2124970971362
163,32,3,636.5356881737194,518.1041482245114
164,32,4,597.3753597353884,267.0343584382538
165,33,0,378.8966903863882,442.17551557390505
166,33,1,387.01030941699423,529.8821595218246
167,33,2,455.0315921939724,552.4613480806393
168,33,3,634.0349221627215,518.3542248256113
169,33,4,595.8749001287896,264.0334392250562
170,34,0,377.8869798476604,444.53150683093656
171,34,1,388.51076902359296,531.3826191284234
172,34,2,454.5314389917728,546.459509654244
173,34,3,630.0336965451247,518.1041482245114
174,34,4,593.1240575166919,261.5326732140582
175,35,0,376.87726930893257,445.5412173696644
176,35,1,387.5104626191938,534.6336149427208
177,35,2,454.78151559287255,541.457977632248
178,35,3,629.2834667418252,519.3545312300104
179,35,4,592.873980915592,260.7824434107588
180,36,0,375.8675587702048,448.9069191654237
181,36,1,387.5104626191938,538.134687358118
182,36,2,454.5314389917728,531.4549135882561
183,36,3,627.5329305341266,520.1047610333098
184,36,4,592.1237511122927,259.7821370063596
185,37,0,375.5309885906289,450.9263402428793
186,37,1,386.2600796136948,540.1353001669164
187,37,2,451.2804431774754,525.4530751618609
188,37,3,621.2810155066317,520.6049142355095
189,37,4,591.623597910093,257.7815241975612
190,38,0,374.18470787232513,453.6189016794868
191,38,1,387.01030941699423,541.3856831724154
192,38,2,448.2795239642778,523.9526155552621
193,38,3,616.7796366868354,522.6055270443078
194,38,4,591.3735213089933,254.03037518106424
195,39,0,371.4921464357176,455.9748929365183
196,39,1,390.7614584334912,546.887368396611
197,39,2,446.779064357679,523.7025389541623
198,39,3,613.2785642714381,524.856216454206
199,39,4,590.3732149045941,250.52930276566704
200,40,0,367.1167341012305,461.69658598930914
201,40,1,388.7608456246928,546.6372917955111
202,40,2,445.2786047510802,523.7025389541623
203,40,3,605.2761130362445,526.8568292630044
204,40,4,591.623597910093,243.77723453597247
205,41,0,366.1070235625027,463.7160070667648
206,41,1,388.51076902359296,546.887368396611
207,41,2,442.2776855378826,521.9520027464637
208,41,3,603.0254236263463,528.607365470703
209,41,4,591.623597910093,241.2764685249745
210,42,0,363.0778919463193,466.07199832379627
211,42,1,387.01030941699423,547.1374449977108
212,42,2,444.77845154888064,522.9523091508629
213,42,3,601.2748874186477,532.3585144872
214,42,4,590.6232915056938,238.52562591287668
215,43,0,353.9904970977691,466.07199832379627
216,43,1,388.2606924224932,548.8879812054093
217,43,2,443.5280685433816,519.9513899376653
218,43,3,599.774427812049,534.3591272959984
219,43,4,590.1231383034942,235.27463009857928
220,44,0,351.6345058407376,467.754849221676
221,44,1,390.7614584334912,553.8895132274054
222,44,2,445.7787579532798,519.4512367354657
223,44,3,597.2736618010509,536.109663503697
224,44,4,589.6229851012946,232.5237874864815
225,45,0,347.5956636858264,469.4377001195557
226,45,1,393.7623776466888,557.1405090417027
227,45,2,447.2792175598786,517.2005473255675
228,45,3,595.7732021944522,539.8608125201939
229,45,4,588.1225254946959,231.7735576831821
230,46,0,347.25909350625045,474.82282299277057
231,46,1,394.0124542477886,556.3902792384033
232,46,2,447.7793707620782,515.1999345167692
233,46,3,594.0226659867535,545.3624977443895
234,46,4,587.3722956913962,226.02179585788664
235,47,0,347.25909350625045,477.851954608954
236,47,1,395.2628372532876,556.1402026373036
237,47,2,449.0297537675772,512.949245106871
238,47,3,594.2727425878534,549.3637233619863
239,47,4,586.3719892869971,224.52133625128783
240,48,0,346.6763421689432,479.792020943371
241,48,1,390.2613052312916,552.3890536208065
242,48,2,446.779064357679,508.4478662870746
243,48,3,594.772895790053,561.117323613677
244,48,4,586.1219126858973,220.77018723479085
245,49,0,343.98378073233573,482.14801220040255
246,49,1,384.759620007096,549.388134407609
247,49,2,445.0285281499804,504.4466406694778
248,49,3,596.5234319977516,566.1188556356728
249,49,4,584.8715296803982,217.01903821829387
250,50,0,340.2815087570005,483.1577227391304
251,50,1,381.5086241927986,548.13775140211
252,50,2,445.7787579532798,504.94679387167736
253,50,3,596.2733553966518,574.3713834719663
254,50,4,582.8709168715999,217.76926802159323
255,51,0,336.24266660208923,484.8405736370101
256,51,1,376.75716877190246,548.13775140211
257,51,2,448.5296005653776,502.6961044617792
258,51,3,597.5237384021508,579.8730686961619
259,51,4,582.8709168715999,214.5182722072959
260,52,0,329.8478331901465,484.16743327785815
261,52,1,375.5067857664034,551.8889004186069
262,52,2,448.5296005653776,502.6961044617792
263,52,3,598.7741214076498,583.6242177126588
264,52,4,585.6217594836976,211.0171997918987
265,53,0,326.14556121481127,484.16743327785815
266,53,1,379.0078581818007,555.1398962329043
267,53,2,445.2786047510802,501.1956448551804
268,53,3,603.0254236263463,585.3747539203574
269,53,4,585.8718360847975,207.7662039776013
270,54,0,321.77014888032414,484.5040034574341
271,54,1,386.2600796136948,557.1405090417027
272,54,2,437.0260769147868,498.6948788441824
273,54,3,606.2764194406437,587.125290128056
274,54,4,586.8721424891967,203.76497836000448
275,55,0,313.6924645705017,483.4942929187063
276,55,1,393.2622244444892,557.6406622439024
277,55,2,431.5243916905912,497.1944192375836
278,55,3,614.7790238780369,588.6257497346548
279,55,4,586.6220658880968,199.5136761413079
280,56,0,311.3364733134702,479.792020943371
281,56,1,399.0139862697846,559.1411218505011
282,56,2,428.02331927519407,492.9431170188871
283,56,3,619.7805559000329,590.6263625434532
284,56,4,587.3722956913962,197.51306333250952
285,57,0,308.3073416972868,479.4554507637951
286,57,1,402.51505868518177,560.8916580581997
287,57,2,425.7726298652959,491.692734013388
288,57,3,630.0336965451247,591.3765923467527
289,57,4,592.1237511122924,197.51306333250952
290,58,0,301.9125082853441,476.7628893271876
291,58,1,412.51812272917374,560.6415814571
292,58,2,422.0214808487989,489.4420446034898
293,58,3,638.0361477803183,592.126822150052
294,58,4,595.8749001287895,200.0138293435075
295,59,0,293.49825379594574,475.08003842930793
296,59,1,418.0198079533693,561.1417346592996
297,59,2,417.27002542790274,486.9412785924919
298,59,3,646.5387522177114,592.8770519533514
299,59,4,600.126202347486,201.76436555120608
300,60,0,291.1422625389142,471.7143366335487
301,60,1,421.7709569698663,559.6412750527007
302,60,2,413.268799810306,485.440818985893
303,60,3,652.040437441907,590.876439144553
304,60,4,605.127734369482,200.5139825457071
305,61,0,289.79598182061045,468.3486348377893
306,61,1,428.7731018006607,558.1408154461019
307,61,2,404.0159655696134,484.9406657836935
308,61,3,657.2920460650028,587.125290128056
309,61,4,610.129266391478,199.5136761413079
310,62,0,286.0937098452752,465.3195032216059
311,62,1,434.02471042375646,554.8898196318046
312,62,2,399.7646633509168,484.69058918259367
313,62,3,663.293884491398,582.8739879093595
314,62,4,615.3808750145738,199.7637527424077
315,63,0,281.71829751078803,464.3097926828781
316,63,1,435.5251700303553,549.388134407609
317,63,2,396.5136675366194,484.69058918259367
318,63,3,669.2957229177932,579.3729154939623
319,63,4,617.8816410255718,199.01352293910836
320,64,0,280.0354466129084,464.98293304203
321,64,1,439.2763190468522,548.8879812054093
322,64,2,399.0144335476174,480.6893635649969
323,64,3,672.5467187320905,577.1222260840641
324,64,4,621.6327900420688,196.0126037259107
325,65,0,275.9966044579972,464.64636286245405
326,65,1,442.7773914622494,547.6375981999104
327,65,2,403.7658889685136,480.4392869638971
328,65,3,675.5476379452882,573.8712302697667
329,65,4,620.8825602387693,195.51245052371112
330,66,0,272.294332482662,463.97322250330217
331,66,1,443.7776978666486,544.8867555878126
332,66,2,404.51611877181296,478.4386741550987
333,66,3,678.7986337595855,571.3704642587687
334,66,4,624.8837858563661,198.7634463380085
335,67,0,270.27491140520635,461.95380142584656
336,67,1,448.5291532875448,541.6357597735151
337,67,2,406.0165783784117,478.4386741550987
338,67,3,678.7986337595855,568.369545045571
339,67,4,628.1347816706635,202.0144421523059
340,68,0,267.91892014817483,456.5686785526317
341,68,1,451.0299192985429,535.63392134712
342,68,2,405.01627197401257,480.9394401660967
343,68,3,677.7983273551863,565.3686258323735
344,68,4,632.3860838893602,204.7652847644037
345,69,0,267.24577978902295,454.885827654752
346,69,1,455.781374719439,533.133155336122
347,69,2,401.0150463564158,485.1907423847932
348,69,3,675.2975613441884,562.6177832202757
349,69,4,636.8874627091565,207.0159741743019
350,70,0,262.53379727495985,451.1835556794167
351,70,1,459.28244713483616,533.3832319372218
352,70,2,398.7643569465176,493.4432702210866
353,70,3,673.5470251364898,559.1167108048785
354,70,4,637.8877691135557,212.76773599959728
355,71,0,260.85094637708016,449.500704781537
356,71,1,459.7826003370358,532.6330021339224
357,71,2,396.2635909355196,501.9458746584798
358,71,3,673.5470251364898,559.6168640070781
359,71,4,640.6386117256535,214.2681956061961
360,72,0,259.16809547920053,446.8081433449296
361,72,1,459.28244713483616,526.6311637075272
362,72,2,394.7631313289208,520.7016197409647
363,72,3,674.547331540889,559.6168640070781
364,72,4,648.6410629608471,216.7689616171941
365,73,0,256.1389638630171,441.7595906512906
366,73,1,461.2830599436346,523.3801678932298
367,73,2,395.76343773332,520.7016197409647
368,73,3,676.5479443496873,557.8663277993795
369,73,4,652.6422885784439,217.76926802159323
370,74,0,251.4269813489541,437.7207484963794
371,74,1,460.5328301403352,521.1294784833317
372,74,2,394.7631313289208,527.703764571759
373,74,3,678.5485571584857,555.8657149905812
374,74,4,654.3928247861425,217.76926802159323
375,75,0,249.7441304510744,433.34533616189225
376,75,1,458.0320641293372,516.878176264635
377,75,2,395.76343773332,533.2054497959547
378,75,3,679.2987869617851,552.6147191762838
379,75,4,656.6435141960407,216.7689616171941
380,76,0,252.7732620672578,434.691616880196
381,76,1,458.28214073043705,514.6274868547368
382,76,2,401.51519955861534,539.9575180256493
383,76,3,678.2984805573859,548.8635701597867
384,76,4,660.8948164147372,217.26911481939365
385,77,0,255.12925332428927,433.34533616189225
386,77,1,460.0326769381357,514.8775634558367
387,77,2,403.5158123674138,542.9584372388468
388,77,3,680.0490167650846,545.6125743454893
389,77,4,661.6450462180367,216.26880841499445
390,78,0,255.46582350386527,432.6721958027404
391,78,1,460.782906741435,509.8760314338407
392,78,2,404.0159655696134,546.459509654244
393,78,3,680.2990933661843,540.8611189245931
394,78,4,663.3955824257353,216.51888501609423
395,79,0,257.4852445813209,430.6527747252848
396,79,1,457.5319109271376,503.6241164063457
397,79,2,404.51611877181296,548.7101990641422
398,79,3,681.0493231694837,536.8598933069964
399,79,4,664.896042032334,219.01965102709227
400,80,0,257.4852445813209,430.3162045457088
401,80,1,457.2818343260378,496.6219715755513
402,80,2,411.51826360260736,551.46104167624
403,80,3,681.5494763716833,533.3588208915992
404,80,4,670.1476506554297,221.27034043699044
405,81,0,256.47553404259304,428.9699238274051
406,81,1,460.0326769381357,496.8720481766511
407,81,2,417.7701786301024,552.4613480806393
408,81,3,680.0490167650846,530.3579016784016
409,81,4,673.6487230708269,221.77049363919
410,82,0,256.47553404259304,428.9699238274051
411,82,1,461.7832131458342,503.1239632041461
412,82,2,422.0214808487989,554.2118842883378
413,82,3,679.0487103606854,526.8568292630044
414,82,4,677.9000252895236,222.77080004358925
415,83,0,256.47553404259304,427.28707292952544
416,83,1,466.2845919656306,505.624729215144
417,83,2,423.27186385429786,555.7123438949366
418,83,3,678.0484039562862,523.1056802465074
419,83,4,678.650255092823,222.27064684138963
420,84,0,258.1583849404728,425.9407922112217
421,84,1,468.7853579766286,508.1254952261421
422,84,2,427.7732426740943,559.7135695125334
423,84,3,677.2981741529868,517.6039950223118
424,84,4,683.1516339126194,222.52072344248944
425,85,0,258.49495512004864,423.9213711337661
426,85,1,472.28643039202575,510.62626123714006
427,85,2,432.02454489279086,562.7144887257309
428,85,3,677.0480975518869,515.3533056124136
429,85,4,686.9027829291164,225.02148945348745
430,86,0,260.51437619750425,421.9019500563105
431,86,1,479.53865182392,514.6274868547368
432,86,2,436.0257705103877,563.2146419279305
433,86,3,675.5476379452882,517.6039950223118
434,86,4,688.9033957379147,227.7723320655852
435,87,0,259.16809547920053,417.8631079013993
436,87,1,489.7917924690117,518.6287124723336
437,87,2,440.2770727290842,563.96487173123
438,87,3,674.2972549397891,516.8537652190124
439,87,4,693.1546979566114,230.7732512787828
440,88,0,256.8121042221689,415.5071166443676
441,88,1,495.2934776932073,523.8803210954294
442,88,2,439.276766324685,565.215254736729
443,88,3,671.2963357265916,514.6030758091142
444,88,4,696.4056937709088,232.7738640875812
445,89,0,256.1389638630171,413.487695566912
446,89,1,501.2953161196025,529.8821595218246
447,89,2,434.0251577015893,563.96487173123
448,89,3,665.0444206990966,511.6021565959167
449,89,4,696.9058469731083,235.524706699679
450,90,0,256.8121042221689,413.151125387336
451,90,1,501.0452395185026,529.382006319625
452,90,2,427.5231660729945,561.9642589224316
453,90,3,661.2932716825997,510.3517735904176
454,90,4,700.4069193885055,238.02547271067695
455,91,0,257.1486744017449,410.79513413030446
456,91,1,498.2943969064049,533.8833851394214
457,91,2,424.2721702586971,560.213722714733
458,91,3,653.7909736496056,509.10139058491865
459,91,4,703.1577620006033,240.02608551947537
460,92,0,257.1486744017449,408.7757130528489
461,92,1,495.79363089540686,539.3850703636169
462,92,2,418.2703318323019,555.7123438949366
463,92,3,649.0395182287094,506.8507011750205
464,92,4,705.6585280116013,247.02823035026975
465,93,0,255.80239368344115,407.76600251412106
466,93,1,496.2937840976065,541.885836374615
467,93,2,413.5188764114057,548.2100458619426
468,93,3,643.7879096056137,506.8507011750205
469,93,4,707.9092174214995,251.779685771166
470,94,0,257.1486744017449,408.102572693697
471,94,1,494.5432478899079,537.1343809537188
472,94,2,411.51826360260736,544.4588968454457
473,94,3,638.5363009825178,506.60062457392064
474,94,4,709.6597536291981,256.0309879898625
475,95,0,257.1486744017449,409.4488534120008
476,95,1,490.0418690701115,533.6333085383216
477,95,2,410.768033799308,542.9584372388468
478,95,3,631.2840795506237,506.60062457392064
479,95,4,710.4099834324975,262.5329796184573
480,96,0,255.46582350386524,409.4488534120008
481,96,1,484.7902604470157,525.3807807020282
482,96,2,410.768033799308,548.2100458619426
483,96,3,622.7814751132305,509.6015437871182
484,96,4,712.9107494434954,271.53573725805006
485,97,0,255.46582350386524,409.4488534120008
486,97,1,483.5398774415168,519.8790954778326
487,97,2,408.51734438940974,548.4601224630424
488,97,3,616.2794834846356,512.1023097981163
489,97,4,714.661285651194,277.2874990833455
490,98,0,255.46582350386524,405.7465814366655
491,98,1,485.29041364921534,517.1282528657348
492,98,2,414.2691062147051,551.7111182773398
493,98,3,614.0287940747374,515.8534588146132
494,98,4,715.6615920555932,277.78765228554505
495,99,0,253.44640242640963,408.102572693697
496,99,1,484.540183845916,515.6277932591361
497,99,2,415.0193360180045,553.4616544850384
498,99,3,609.0272620527414,519.1044546289106
499,99,4,717.9122814654914,280.03834169544325
500,100,0,252.43669188768183,408.102572693697
501,100,1,479.2885752228201,511.6265676415393
502,100,2,418.5204084334017,559.7135695125334
503,100,3,604.0257300307455,522.355450443208
504,100,4,718.6625112687909,284.2896439141399
505,101,0,252.43669188768183,406.7562919753933
506,101,1,477.28796241402176,510.62626123714006
507,101,2,422.2715574498987,565.215254736729
508,101,3,597.7738150032505,527.356982465204
509,101,4,720.1629708753896,286.29025672293824
510,102,0,252.7732620672578,405.7465814366655
511,102,1,479.0384986217204,510.62626123714006
512,102,2,426.77293626969504,568.7163271521262
513,102,3,595.2730489922525,529.857748476202
514,102,4,720.6631240775893,287.7907163295371
515,103,0,253.44640242640963,405.0734410775136
516,103,1,479.7887284250197,510.1261080349405
517,103,2,432.27462149389066,572.2173995675233
518,103,3,593.2724361834541,531.108131481701
519,103,4,721.1632772797889,292.79224835153303
520,104,0,252.7732620672578,405.0734410775136
521,104,1,475.0372730041236,511.87664424263903
522,104,2,436.27584711148745,575.4683953818208
523,104,3,592.2721297790549,531.8583612850003
524,104,4,720.913200678689,296.0432441658304
525,105,0,251.76355152853,405.0734410775136
526,105,1,469.0354345777283,514.3774102536371
527,105,2,440.7772259312839,576.7187783873197
528,105,3,592.5222063801547,533.8589740937988
529,105,4,720.1629708753896,300.7946995867266
530,106,0,251.0904111693781,407.0928621549692
531,106,1,467.5349749711296,515.1276400569365
532,106,2,450.0300601719764,577.2189315895193
533,106,3,592.2721297790549,536.8598933069964
534,106,4,720.4130474764895,301.29485278892633
535,107,0,250.7538409898022,408.43914287327294
536,107,1,464.2839791568322,514.1273336525372
537,107,2,458.7827412104693,575.7184719829205
538,107,3,594.5228191889531,540.3609657223935
539,107,4,720.913200678689,306.7965380131219
540,108,0,250.0807006306503,408.102572693697
541,108,1,460.782906741435,513.3771038492379
542,108,2,465.7848860412637,575.2183187807209
543,108,3,594.7728957900529,543.3618849355912
544,108,4,719.9128942742899,310.7977636307187
545,109,0,250.0807006306503,408.102572693697
546,109,1,453.5306853095408,513.3771038492379
547,109,2,471.0364946643595,573.7178591741222
548,109,3,596.023278795552,544.6122679410902
549,109,4,719.4127410720903,312.7983764395171
550,110,0,250.0807006306503,407.76600251412106
551,110,1,449.27938309084425,513.8772570514375
552,110,2,476.03802668635547,569.4665569554255
553,110,3,597.2736618010509,546.8629573509884
554,110,4,719.66281767319,314.7989892483155
555,111,0,249.0709900919225,406.0831516162414
556,111,1,446.0283872765468,512.1267208437389
557,111,2,479.53909910175264,568.2161739499265
558,111,3,597.2736618010509,548.3634169575871
559,111,4,718.6625112687909,317.5498318604133
560,112,0,249.0709900919225,404.0637305387858
561,112,1,444.7780042710479,512.3767974448386
562,112,2,485.5409375281479,566.9657909444276
563,112,3,596.2733553966517,550.6141063674853
564,112,4,718.1623580665912,320.55075107361085
565,113,0,249.40756027149845,402.3808796409062
566,113,1,443.5276212655489,513.8772570514375
567,113,2,488.7919333424452,564.7151015345294
568,113,3,595.5231255933523,558.1164044004793
569,113,4,715.1614388533936,323.5516702868085
570,114,0,249.0709900919225,400.0248883838746
571,114,1,444.7780042710479,514.8775634558367
572,114,2,493.7934653644412,557.712956703735
573,114,3,594.5228191889531,561.3674002147767
574,114,4,711.9104430390963,328.3031257077047
575,115,0,248.7344199123466,400.3614585634506
576,115,1,446.7786170798462,516.1279464613357
577,115,2,495.29392497104,556.2124970971362
578,115,3,595.0229723911527,562.6177832202757
579,115,4,710.6600600335973,330.80389171870263
580,116,0,247.3881391940428,401.3711691021783
581,116,1,445.7783106754471,519.378942275633
582,116,2,496.544307976539,558.2131099059345
583,116,3,596.2733553966517,564.6183960290741
584,116,4,709.1596004269985,332.30435132530147
585,117,0,247.3881391940428,401.3711691021783
586,117,1,445.0280808721476,521.6296316855312
587,117,2,501.0456867963354,558.2131099059345
588,117,3,597.2736618010509,566.1188556356728
589,117,4,706.4087578149007,335.80542374069864
590,118,0,247.3881391940428,401.3711691021783
591,118,1,445.5282340743472,525.3807807020282
592,118,2,502.796223004034,557.4628801026352
593,118,3,599.2742746098493,568.6196216466709
594,118,4,704.9082982083019,337.0558067461976
595,119,0,248.0612795531947,401.0345989226024
596,119,1,444.7780042710479,527.8815467130262
597,119,2,501.0456867963354,557.2128035015354
598,119,3,601.0248108175479,574.8715366741659
599,119,4,701.6573023940045,338.55626635279646
600,120,0,248.0612795531947,401.0345989226024
601,120,1,443.02746806334926,525.630857303128
602,120,2,500.0453803919362,561.7141823213318
603,120,3,604.2758066318453,588.375673133555
604,120,4,696.9058469731083,344.057951576992
605,121,0,248.0612795531947,401.0345989226024
606,121,1,445.5282340743472,522.8800146910303
607,121,2,497.2945377798384,560.9639525180323
608,121,3,605.7762662384441,594.3775115599503
609,121,4,693.4047745577111,347.3089473912894
610,122,0,248.0612795531947,401.0345989226024
611,122,1,445.5282340743472,522.8800146910303
612,122,2,494.04354196554107,559.7135695125334
613,122,3,610.5277216593403,597.3784307731479
614,122,4,692.1543915522121,350.0597900033872
615,123,0,248.0612795531947,400.0248883838746
616,123,1,443.277544664449,523.8803210954294
617,123,2,493.2933121622416,555.9624204960364
618,123,3,614.7790238780369,600.3793499863455
619,123,4,689.9037021423139,354.061015620984
620,124,0,248.0612795531947,399.6883182042987
621,124,1,442.7773914622494,524.6305508987289
622,124,2,494.04354196554107,558.7132631081341
623,124,3,615.5292536813363,604.1304990028425
624,124,4,687.402936131316,356.3117050308822
625,125,0,248.0612795531947,399.6883182042987
626,125,1,440.5267020523512,523.3801678932298
627,125,2,494.2936185666408,568.4662505510263
628,125,3,619.0303260967335,608.381801221539
629,125,4,686.1525531258169,361.3132370528782
630,126,0,248.0612795531947,400.0248883838746
631,126,1,437.7758594402535,521.1294784833317
632,126,2,495.79407817323965,573.7178591741222
633,126,3,620.780862304432,610.1323374292376
634,126,4,686.4026297269168,362.0634668561776
635,127,0,246.37842865531508,400.3614585634506
636,127,1,436.0253232325549,517.3783294668347
637,127,2,499.04507398753697,577.2189315895193
638,127,3,623.0315517143302,610.6324906314372
639,127,4,688.1531659346153,363.81400306387616
640,128,0,246.0418584757391,399.3517480247227
